"","X.1","X","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend","tempc","precip","Absolute_change","lat_cat","long_cat","geo.coords"
"831",831,854,"Savanna","Senegal","SENA5",15.71353977,-14.48888067,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"18.42","28.04",9.62,1.603333333,"very high resolution satellite imagery","s518","Africa","Increase","Savanna_increase",28.2,384,1.603333333,10,-20,"_ 10 _ -20 _"
"832",832,855,"Savanna","Senegal","SENA6",15.68048922,-14.5212922,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"10.34","28.78",18.44,3.073333333,"very high resolution satellite imagery","s519","Africa","Increase","Savanna_increase",28.2,387,3.073333333,10,-20,"_ 10 _ -20 _"
"833",833,856,"Savanna","Senegal","SENA7",15.67870178,-14.48480077,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"17.7","32.34",14.64,2.44,"very high resolution satellite imagery","s520","Africa","Increase","Savanna_increase",28.2,382,2.44,10,-20,"_ 10 _ -20 _"
"834",834,857,"Savanna","Senegal","SENA8",15.65332127,-14.52650809,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"17.72","28.2",10.48,1.746666667,"very high resolution satellite imagery","s521","Africa","Increase","Savanna_increase",28.2,388,1.746666667,10,-20,"_ 10 _ -20 _"
"835",835,858,"Savanna","Senegal","SENA9",15.64886591,-14.47542832,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"7.46","26.14",18.68,3.113333333,"very high resolution satellite imagery","s522","Africa","Increase","Savanna_increase",28.2,388,3.113333333,10,-20,"_ 10 _ -20 _"
"836",836,859,"Savanna","Senegal","SENA10",15.5993786,-14.51846003,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"7.27","20.66",13.39,2.231666667,"very high resolution satellite imagery","s523","Africa","Increase","Savanna_increase",28.1,398,2.231666667,10,-20,"_ 10 _ -20 _"
"837",837,860,"Savanna","Senegal","SENA11",15.55415453,-14.5100933,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"15.39","24.14",8.75,1.458333333,"very high resolution satellite imagery","s524","Africa","Increase","Savanna_increase",28.1,411,1.458333333,10,-20,"_ 10 _ -20 _"
"838",838,861,"Savanna","Senegal","SENA12",16.00325069,-14.48102577,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"6.33","9.5",3.17,0.528333333,"very high resolution satellite imagery","s525","Africa","Increase","Savanna_increase",28.7,324,0.528333333,10,-20,"_ 10 _ -20 _"
"839",839,862,"Savanna","Senegal","SENA13",15.5603029,-14.44523172,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"5.59","23.65",18.06,3.01,"very high resolution satellite imagery","s526","Africa","Increase","Savanna_increase",28.1,408,3.01,10,-20,"_ 10 _ -20 _"
"840",840,863,"Savanna","Senegal","SENA14",15.5194685,-14.52004715,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"10.53","15.27",4.74,0.79,"very high resolution satellite imagery","s527","Africa","Increase","Savanna_increase",28.1,397,0.79,10,-20,"_ 10 _ -20 _"
"841",841,864,"Savanna","Senegal","SENA15",15.52483901,-14.43892965,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"6.51","10.74",4.23,0.705,"very high resolution satellite imagery","s528","Africa","Increase","Savanna_increase",28.1,416,0.705,10,-20,"_ 10 _ -20 _"
"842",842,865,"Savanna","Senegal","SENA16",15.48460895,-14.51612982,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"10.24","12.23",1.99,0.331666667,"very high resolution satellite imagery","s529","Africa","Increase","Savanna_increase",28.1,406,0.331666667,10,-20,"_ 10 _ -20 _"
"843",843,866,"Savanna","Senegal","SENA17",15.47066791,-14.43172476,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"11.79","27.25",15.46,2.576666667,"very high resolution satellite imagery","s530","Africa","Increase","Savanna_increase",28,430,2.576666667,10,-20,"_ 10 _ -20 _"
"844",844,867,"Savanna","Senegal","SENA18",15.44002536,-14.5211938,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"16.76","12.23",-4.53,-0.755,"very high resolution satellite imagery","s531","Africa","Decrease","Savanna_decrease",28,423,0.755,10,-20,"_ 10 _ -20 _"
"845",845,868,"Savanna","Senegal","SENA19",15.35934905,-14.51959927,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"11.82","35.28",23.46,3.91,"very high resolution satellite imagery","s532","Africa","Increase","Savanna_increase",28,459,3.91,10,-20,"_ 10 _ -20 _"
"846",846,869,"Savanna","Senegal","SENA20",15.2000575,-14.52032219,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"13.19","28.96",15.77,2.628333333,"very high resolution satellite imagery","s533","Africa","Increase","Savanna_increase",28,468,2.628333333,10,-20,"_ 10 _ -20 _"
"847",847,870,"Savanna","Senegal","SENA21",15.20044986,-14.47693382,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"20.67","28.89",8.22,1.37,"very high resolution satellite imagery","s534","Africa","Increase","Savanna_increase",28,465,1.37,10,-20,"_ 10 _ -20 _"
"848",848,871,"Savanna","Senegal","SENA22",15.12699213,-14.52342947,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"18.18","23.56",5.38,0.896666667,"very high resolution satellite imagery","s535","Africa","Increase","Savanna_increase",28,502,0.896666667,10,-20,"_ 10 _ -20 _"
"849",849,872,"Savanna","Senegal","SENA23",16.00861669,-14.42348104,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"9.56","11.93",2.37,0.395,"very high resolution satellite imagery","s536","Africa","Increase","Savanna_increase",28.7,323,0.395,10,-20,"_ 10 _ -20 _"
"850",850,873,"Savanna","Senegal","SENA24",15.13548686,-14.47257884,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"14.33","36.92",22.59,3.765,"very high resolution satellite imagery","s537","Africa","Increase","Savanna_increase",28,479,3.765,10,-20,"_ 10 _ -20 _"
"851",851,874,"Savanna","Senegal","SENA25",15.13252162,-14.43291121,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"24.05","26.6",2.55,0.425,"very high resolution satellite imagery","s538","Africa","Increase","Savanna_increase",28,485,0.425,10,-20,"_ 10 _ -20 _"
"852",852,875,"Savanna","Senegal","SENA26",15.08478312,-14.51566666,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"8.77","19.49",10.72,1.786666667,"very high resolution satellite imagery","s539","Africa","Increase","Savanna_increase",28,511,1.786666667,10,-20,"_ 10 _ -20 _"
"853",853,876,"Savanna","Senegal","SENA27",15.08429212,-14.43849112,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"27.23","34.99",7.76,1.293333333,"very high resolution satellite imagery","s540","Africa","Increase","Savanna_increase",28,510,1.293333333,10,-20,"_ 10 _ -20 _"
"854",854,877,"Savanna","Senegal","SENA28",15.00025214,-14.5324923,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"12.07","29.44",17.37,2.895,"very high resolution satellite imagery","s541","Africa","Increase","Savanna_increase",28.1,468,2.895,10,-20,"_ 10 _ -20 _"
"855",855,878,"Savanna","Senegal","SENA29",14.9971632,-14.44576009,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"18.57","37.27",18.7,3.116666667,"very high resolution satellite imagery","s542","Africa","Increase","Savanna_increase",28,490,3.116666667,10,-20,"_ 10 _ -20 _"
"856",856,879,"Savanna","Senegal","SENA30",14.9593856,-14.52284389,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"15.96","29.19",13.23,2.205,"very high resolution satellite imagery","s543","Africa","Increase","Savanna_increase",28,532,2.205,10,-20,"_ 10 _ -20 _"
"857",857,880,"Savanna","Senegal","SENA31",14.96666772,-14.47862337,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"15.01","26.81",11.8,1.966666667,"very high resolution satellite imagery","s544","Africa","Increase","Savanna_increase",28,497,1.966666667,10,-20,"_ 10 _ -20 _"
"858",858,881,"Savanna","Senegal","SENA32",14.96573052,-14.43146306,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"16.58","15.46",-1.12,-0.186666667,"very high resolution satellite imagery","s545","Africa","Decrease","Savanna_decrease",28,521,0.186666667,10,-20,"_ 10 _ -20 _"
"859",859,882,"Savanna","Senegal","SENA33",15.96004529,-14.52099429,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"4.05","3.44",-0.61,-0.101666667,"very high resolution satellite imagery","s546","Africa","Decrease","Savanna_decrease",28.6,326,0.101666667,10,-20,"_ 10 _ -20 _"
"860",860,883,"Savanna","Senegal","SENA34",15.93748544,-14.52560024,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"5.57","11.9",6.33,1.055,"very high resolution satellite imagery","s547","Africa","Increase","Savanna_increase",28.5,334,1.055,10,-20,"_ 10 _ -20 _"
"861",861,884,"Savanna","Senegal","SENA35",15.88373482,-14.52054072,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"6.38","7.01",0.63,0.105,"very high resolution satellite imagery","s548","Africa","Increase","Savanna_increase",28.4,343,0.105,10,-20,"_ 10 _ -20 _"
"862",862,885,"Savanna","Senegal","SENA36",15.88299102,-14.48174082,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"12.16","11.22",-0.94,-0.156666667,"very high resolution satellite imagery","s549","Africa","Decrease","Savanna_decrease",28.4,344,0.156666667,10,-20,"_ 10 _ -20 _"
"863",863,886,"Savanna","Senegal","SENA37",15.89366807,-14.44597101,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"7.44","10.15",2.71,0.451666667,"very high resolution satellite imagery","s550","Africa","Increase","Savanna_increase",28.5,341,0.451666667,10,-20,"_ 10 _ -20 _"
"864",864,887,"Savanna","Senegal","SENA38",15.8400717,-14.52067719,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2006,2012,"8.72","5.04",-3.68,-0.613333333,"very high resolution satellite imagery","s551","Africa","Decrease","Savanna_decrease",28.4,340,0.613333333,10,-20,"_ 10 _ -20 _"
"865",865,888,"Savanna","Somalia","SOMA1",4.000180812,43.99718481,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"24.88","25.01",0.13,0.011818182,"very high resolution satellite imagery","s552","Africa","Increase","Savanna_increase",26.1,372,0.011818182,0,40,"_ 0 _ 40 _"
"866",866,889,"Savanna","Somalia","SOMA2",4.320287533,44.03691329,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"22.02","27.48",5.46,0.496363636,"very high resolution satellite imagery","s553","Africa","Increase","Savanna_increase",25.8,410,0.496363636,0,40,"_ 0 _ 40 _"
"867",867,890,"Savanna","Somalia","SOMA3",4.324619702,44.08627174,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"53.65","43.39",-10.26,-0.932727273,"very high resolution satellite imagery","s554","Africa","Decrease","Savanna_decrease",25.9,405,0.932727273,0,40,"_ 0 _ 40 _"
"868",868,891,"Savanna","Somalia","SOMA4",4.360612195,44.00067207,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"27.53","36.17",8.64,0.785454545,"very high resolution satellite imagery","s555","Africa","Increase","Savanna_increase",25.4,424,0.785454545,0,40,"_ 0 _ 40 _"
"869",869,892,"Savanna","Somalia","SOMA5",4.363855612,44.03414296,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"23.89","23.91",0.02,0.001818182,"very high resolution satellite imagery","s556","Africa","Stable","Savanna_stable",25.5,414,0.001818182,0,40,"_ 0 _ 40 _"
"870",870,893,"Savanna","Somalia","SOMA6",4.440102251,44.00093262,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"20.27","29.59",9.32,0.847272727,"very high resolution satellite imagery","s557","Africa","Increase","Savanna_increase",25.2,395,0.847272727,0,40,"_ 0 _ 40 _"
"871",871,894,"Savanna","Somalia","SOMA7",4.440111963,44.03833141,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"18.63","16.77",-1.86,-0.169090909,"very high resolution satellite imagery","s558","Africa","Decrease","Savanna_decrease",25.2,398,0.169090909,0,40,"_ 0 _ 40 _"
"872",872,895,"Savanna","Somalia","SOMA8",4.44002176,44.0806746,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"33.87","35.07",1.2,0.109090909,"very high resolution satellite imagery","s559","Africa","Increase","Savanna_increase",25.4,390,0.109090909,0,40,"_ 0 _ 40 _"
"873",873,896,"Savanna","Somalia","SOMA9",4.477685264,44.03727108,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"18.48","27.75",9.27,0.842727273,"very high resolution satellite imagery","s560","Africa","Increase","Savanna_increase",25.3,361,0.842727273,0,40,"_ 0 _ 40 _"
"874",874,897,"Savanna","Somalia","SOMA10",4.480117618,44.08030809,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"17.63","26.16",8.53,0.775454545,"very high resolution satellite imagery","s561","Africa","Increase","Savanna_increase",25.3,372,0.775454545,0,40,"_ 0 _ 40 _"
"875",875,898,"Savanna","Somalia","SOMA11",4.520251522,44.00675714,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"35.33","34.56",-0.77,-0.07,"very high resolution satellite imagery","s562","Africa","Decrease","Savanna_decrease",25.3,341,0.07,0,40,"_ 0 _ 40 _"
"876",876,899,"Savanna","Somalia","SOMA12",4.03907315,44.04290157,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"27.41","15.27",-12.14,-1.103636364,"very high resolution satellite imagery","s563","Africa","Decrease","Savanna_decrease",26.2,370,1.103636364,0,40,"_ 0 _ 40 _"
"877",877,900,"Savanna","Somalia","SOMA13",4.520349539,44.04118609,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"33.06","24.66",-8.4,-0.763636364,"very high resolution satellite imagery","s564","Africa","Decrease","Savanna_decrease",25.3,333,0.763636364,0,40,"_ 0 _ 40 _"
"878",878,901,"Savanna","Somalia","SOMA14",4.521483807,44.07490271,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"27.86","26.8",-1.06,-0.096363636,"very high resolution satellite imagery","s565","Africa","Decrease","Savanna_decrease",25.3,360,0.096363636,0,40,"_ 0 _ 40 _"
"879",879,902,"Savanna","Somalia","SOMA15",4.558401171,44.00262266,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"32.68","27.78",-4.9,-0.445454545,"very high resolution satellite imagery","s566","Africa","Decrease","Savanna_decrease",25.4,307,0.445454545,0,40,"_ 0 _ 40 _"
"880",880,903,"Savanna","Somalia","SOMA16",4.560188144,44.03352195,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"29.59","29.82",0.23,0.020909091,"very high resolution satellite imagery","s567","Africa","Increase","Savanna_increase",25.5,303,0.020909091,0,40,"_ 0 _ 40 _"
"881",881,904,"Savanna","Somalia","SOMA17",4.560341036,44.07756814,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"30.75","30.87",0.12,0.010909091,"very high resolution satellite imagery","s568","Africa","Increase","Savanna_increase",25.4,314,0.010909091,0,40,"_ 0 _ 40 _"
"882",882,905,"Savanna","Somalia","SOMA18",4.079674994,44.08064342,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"21.05","18.64",-2.41,-0.219090909,"very high resolution satellite imagery","s569","Africa","Decrease","Savanna_decrease",26.3,372,0.219090909,0,40,"_ 0 _ 40 _"
"883",883,906,"Savanna","Somalia","SOMA19",4.048934049,44.07875401,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"15.49","14",-1.49,-0.135454545,"very high resolution satellite imagery","s570","Africa","Decrease","Savanna_decrease",26.3,371,0.135454545,0,40,"_ 0 _ 40 _"
"884",884,907,"Savanna","Somalia","SOMA20",4.08023218,44.00305647,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"25.5","22.83",-2.67,-0.242727273,"very high resolution satellite imagery","s571","Africa","Decrease","Savanna_decrease",26.3,374,0.242727273,0,40,"_ 0 _ 40 _"
"885",885,908,"Savanna","Somalia","SOMA21",4.282152453,44.00157743,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"17.66","17.85",0.19,0.017272727,"very high resolution satellite imagery","s572","Africa","Increase","Savanna_increase",25.8,432,0.017272727,0,40,"_ 0 _ 40 _"
"886",886,909,"Savanna","Somalia","SOMA22",4.28392202,44.08783849,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"19.43","22.56",3.13,0.284545455,"very high resolution satellite imagery","s573","Africa","Increase","Savanna_increase",26,407,0.284545455,0,40,"_ 0 _ 40 _"
"887",887,910,"Savanna","Somalia","SOMA23",4.280214573,44.04137801,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"30.18","19.23",-10.95,-0.995454545,"very high resolution satellite imagery","s574","Africa","Decrease","Savanna_decrease",26,416,0.995454545,0,40,"_ 0 _ 40 _"
"888",888,911,"Savanna","Somalia","SOMA24",4.321565231,43.99887306,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2002,2013,"26.41","23.6",-2.81,-0.255454545,"very high resolution satellite imagery","s575","Africa","Decrease","Savanna_decrease",25.7,413,0.255454545,0,40,"_ 0 _ 40 _"
"889",889,912,"Savanna","Somalia","SOMB1",8.00195134,48.31744304,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"19.03","16.75",-2.28,-0.38,"very high resolution satellite imagery","s576","Africa","Decrease","Savanna_decrease",25.1,149,0.38,0,40,"_ 0 _ 40 _"
"890",890,913,"Savanna","Somalia","SOMB2",7.907826473,48.37098485,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"12.58","10.72",-1.86,-0.31,"very high resolution satellite imagery","s577","Africa","Decrease","Savanna_decrease",25.4,148,0.31,0,40,"_ 0 _ 40 _"
"891",891,914,"Savanna","Somalia","SOMB3",7.913907366,48.43916919,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"20.54","25.42",4.88,0.813333333,"very high resolution satellite imagery","s578","Africa","Increase","Savanna_increase",25.1,164,0.813333333,0,40,"_ 0 _ 40 _"
"892",892,915,"Savanna","Somalia","SOMB4",7.876004202,48.33006872,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"17.99","19.22",1.23,0.205,"very high resolution satellite imagery","s579","Africa","Increase","Savanna_increase",25.4,151,0.205,0,40,"_ 0 _ 40 _"
"893",893,916,"Savanna","Somalia","SOMB5",7.874325513,48.37115907,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"31.49","24.66",-6.83,-1.138333333,"very high resolution satellite imagery","s580","Africa","Decrease","Savanna_decrease",25.4,158,1.138333333,0,40,"_ 0 _ 40 _"
"894",894,917,"Savanna","Somalia","SOMB6",7.877121964,48.43791262,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"20.2","23.73",3.53,0.588333333,"very high resolution satellite imagery","s581","Africa","Increase","Savanna_increase",25.2,161,0.588333333,0,40,"_ 0 _ 40 _"
"895",895,918,"Savanna","Somalia","SOMB7",7.84753586,48.32121105,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.1","21.84",0.74,0.123333333,"very high resolution satellite imagery","s582","Africa","Increase","Savanna_increase",25.5,142,0.123333333,0,40,"_ 0 _ 40 _"
"896",896,919,"Savanna","Somalia","SOMB8",7.845685491,48.36551992,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16.02","16.21",0.19,0.031666667,"very high resolution satellite imagery","s583","Africa","Increase","Savanna_increase",25.4,153,0.031666667,0,40,"_ 0 _ 40 _"
"897",897,920,"Savanna","Somalia","SOMB9",7.840293266,48.39572751,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"22.62","18.45",-4.17,-0.695,"very high resolution satellite imagery","s584","Africa","Decrease","Savanna_decrease",25.4,157,0.695,0,40,"_ 0 _ 40 _"
"898",898,921,"Savanna","Somalia","SOMB10",7.804158034,48.32126828,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"17.95","14.53",-3.42,-0.57,"very high resolution satellite imagery","s585","Africa","Decrease","Savanna_decrease",25.5,145,0.57,0,40,"_ 0 _ 40 _"
"899",899,922,"Savanna","Somalia","SOMB11",7.802769504,48.35869221,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"9.7","9.22",-0.48,-0.08,"very high resolution satellite imagery","s586","Africa","Decrease","Savanna_decrease",25.7,138,0.08,0,40,"_ 0 _ 40 _"
"900",900,923,"Savanna","Somalia","SOMB12",7.994942166,48.36070527,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"10.79","13.33",2.54,0.423333333,"very high resolution satellite imagery","s587","Africa","Increase","Savanna_increase",25.2,144,0.423333333,0,40,"_ 0 _ 40 _"
"901",901,924,"Savanna","Somalia","SOMB13",7.812837212,48.40514259,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"17.34","16.46",-0.88,-0.146666667,"very high resolution satellite imagery","s588","Africa","Decrease","Savanna_decrease",25.5,158,0.146666667,0,40,"_ 0 _ 40 _"
"902",902,925,"Savanna","Somalia","SOMB14",7.800846872,48.44667283,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"22.69","23.37",0.68,0.113333333,"very high resolution satellite imagery","s589","Africa","Increase","Savanna_increase",25.6,144,0.113333333,0,40,"_ 0 _ 40 _"
"903",903,926,"Savanna","Somalia","SOMB15",7.766531997,48.31414282,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.42","19.73",-1.69,-0.281666667,"very high resolution satellite imagery","s590","Africa","Decrease","Savanna_decrease",25.5,162,0.281666667,0,40,"_ 0 _ 40 _"
"904",904,927,"Savanna","Somalia","SOMB16",7.765337189,48.361354,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"24.57","25.25",0.68,0.113333333,"very high resolution satellite imagery","s591","Africa","Increase","Savanna_increase",25.7,143,0.113333333,0,40,"_ 0 _ 40 _"
"905",905,928,"Savanna","Somalia","SOMB17",7.756188496,48.39033319,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"27.16","26.86",-0.3,-0.05,"very high resolution satellite imagery","s592","Africa","Decrease","Savanna_decrease",25.7,151,0.05,0,40,"_ 0 _ 40 _"
"906",906,929,"Savanna","Somalia","SOMB18",7.761546208,48.44327787,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16","16.55",0.55,0.091666667,"very high resolution satellite imagery","s593","Africa","Increase","Savanna_increase",25.5,158,0.091666667,0,40,"_ 0 _ 40 _"
"907",907,930,"Savanna","Somalia","SOMB19",7.705297035,48.36322623,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"15.72","17.33",1.61,0.268333333,"very high resolution satellite imagery","s594","Africa","Increase","Savanna_increase",25.8,150,0.268333333,0,40,"_ 0 _ 40 _"
"908",908,931,"Savanna","Somalia","SOMB20",7.710533348,48.39338278,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"26.71","20.41",-6.3,-1.05,"very high resolution satellite imagery","s595","Africa","Decrease","Savanna_decrease",25.7,156,1.05,0,40,"_ 0 _ 40 _"
"909",909,932,"Savanna","Somalia","SOMB21",7.671766666,48.31597248,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.59","17.62",-3.97,-0.661666667,"very high resolution satellite imagery","s596","Africa","Decrease","Savanna_decrease",25.8,155,0.661666667,0,40,"_ 0 _ 40 _"
"910",910,933,"Savanna","Somalia","SOMB22",7.680254968,48.35327078,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"18.87","21.83",2.96,0.493333333,"very high resolution satellite imagery","s597","Africa","Increase","Savanna_increase",25.8,156,0.493333333,0,40,"_ 0 _ 40 _"
"911",911,934,"Savanna","Somalia","SOMB23",8.00286911,48.40366305,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"15.78","12.78",-3,-0.5,"very high resolution satellite imagery","s598","Africa","Decrease","Savanna_decrease",25.1,152,0.5,0,40,"_ 0 _ 40 _"
"912",912,935,"Savanna","Somalia","SOMB24",7.68177914,48.39317161,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"23.65","24.13",0.48,0.08,"very high resolution satellite imagery","s599","Africa","Increase","Savanna_increase",25.8,156,0.08,0,40,"_ 0 _ 40 _"
"913",913,936,"Savanna","Somalia","SOMB25",7.680158842,48.44006807,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"22.59","24.24",1.65,0.275,"very high resolution satellite imagery","s600","Africa","Increase","Savanna_increase",25.8,157,0.275,0,40,"_ 0 _ 40 _"
"914",914,937,"Savanna","Somalia","SOMB26",7.640048077,48.31739585,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"23.28","21.87",-1.41,-0.235,"very high resolution satellite imagery","s601","Africa","Decrease","Savanna_decrease",26,152,0.235,0,40,"_ 0 _ 40 _"
"915",915,938,"Savanna","Somalia","SOMB27",7.624417745,48.3772066,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"19.29","18.62",-0.67,-0.111666667,"very high resolution satellite imagery","s602","Africa","Decrease","Savanna_decrease",26,157,0.111666667,0,40,"_ 0 _ 40 _"
"916",916,939,"Savanna","Somalia","SOMB28",7.653439019,48.40365244,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.95","21.96",0.01,0.001666667,"very high resolution satellite imagery","s603","Africa","Stable","Savanna_stable",25.9,157,0.001666667,0,40,"_ 0 _ 40 _"
"917",917,940,"Savanna","Somalia","SOMB29",7.636832915,48.43469062,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"25.95","23.15",-2.8,-0.466666667,"very high resolution satellite imagery","s604","Africa","Decrease","Savanna_decrease",26,156,0.466666667,0,40,"_ 0 _ 40 _"
"918",918,941,"Savanna","Somalia","SOMB30",7.575588637,48.32500475,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"30.49","32.19",1.7,0.283333333,"very high resolution satellite imagery","s605","Africa","Increase","Savanna_increase",26,155,0.283333333,0,40,"_ 0 _ 40 _"
"919",919,942,"Savanna","Somalia","SOMB31",7.560104287,48.43853148,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"27.92","23.29",-4.63,-0.771666667,"very high resolution satellite imagery","s606","Africa","Decrease","Savanna_decrease",26.2,159,0.771666667,0,40,"_ 0 _ 40 _"
"920",920,943,"Savanna","Somalia","SOMB32",7.503405267,48.33067559,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"14.56","14.67",0.11,0.018333333,"very high resolution satellite imagery","s607","Africa","Increase","Savanna_increase",26.3,155,0.018333333,0,40,"_ 0 _ 40 _"
"921",921,944,"Savanna","Somalia","SOMB33",7.463788444,48.41078985,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"32.8","33.27",0.47,0.078333333,"very high resolution satellite imagery","s608","Africa","Increase","Savanna_increase",26.5,154,0.078333333,0,40,"_ 0 _ 40 _"
