Number,Citation,Country,Site,Continent,Vegetation.Description,Biome,Biome_type,Area.Sampled.km2,Method,Start_cover,End_cover,Total_cover_change,Start_year,End_year,Time_period,Annual.rate,Landuse,Species,Woody.functional.type,Species_Group,Latitude,Longitude,Rainfall,Temp,Causes,Drivers,Notes,MGC questions
,Axelsson and Hanan 2018,Somalia,SOMC22,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.52,7.25,0.73,2005,2015,10,0.073,Rangelands,trees/shrubs,Woody plants,Group,9.360839068,49.6857916,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMC23,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.27,3.83,1.56,2005,2015,10,0.156,Rangelands,trees/shrubs,Woody plants,Group,9.563548593,49.72822089,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMC24,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,1.6,2.38,0.78,2005,2015,10,0.078,Rangelands,trees/shrubs,Woody plants,Group,9.337224304,49.66280519,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMC25,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,3.46,8.6,5.14,2005,2015,10,0.514,Rangelands,trees/shrubs,Woody plants,Group,9.330994572,49.71450547,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Africa,SOTA,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,12.43,16.29,3.86,2002,2015,13,0.296923077,Rangelands,trees/shrubs,Woody plants,Group,-24.4850785,31.61990031,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,26.6,29.31,2.71,2004,2013,9,0.301111111,Rangelands,trees/shrubs,Woody plants,Group,9.723089725,24.56548952,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,31.84,34.47,2.63,2004,2013,9,0.292222222,Rangelands,trees/shrubs,Woody plants,Group,9.640223215,24.60113437,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,27.52,31.56,4.04,2004,2013,9,0.448888889,Rangelands,trees/shrubs,Woody plants,Group,9.633581195,24.64673538,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,20.7,29.54,8.84,2004,2013,9,0.982222222,Rangelands,trees/shrubs,Woody plants,Group,9.60310955,24.55572018,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,40.08,47.64,7.56,2004,2013,9,0.84,Rangelands,trees/shrubs,Woody plants,Group,9.569954456,24.56031097,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,31.28,29.12,-2.16,2004,2013,9,-0.24,Rangelands,trees/shrubs,Woody plants,Group,9.520854582,24.56049926,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,22.93,23.45,0.52,2004,2013,9,0.057777778,Rangelands,trees/shrubs,Woody plants,Group,9.52739129,24.61245751,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,32.15,25.94,-6.21,2004,2013,9,-0.69,Rangelands,trees/shrubs,Woody plants,Group,9.510114424,24.63787496,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUA9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,23.28,23.4,0.12,2004,2013,9,0.013333333,Rangelands,trees/shrubs,Woody plants,Group,9.483787661,24.64835812,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,28.67,29.41,0.74,2004,2013,9,0.082222222,Rangelands,trees/shrubs,Woody plants,Group,9.435966711,24.64098699,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,26.24,23.62,-2.62,2004,2013,9,-0.291111111,Rangelands,trees/shrubs,Woody plants,Group,9.360144206,24.64061571,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUA12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,34.51,42.17,7.66,2004,2013,9,0.851111111,Rangelands,trees/shrubs,Woody plants,Group,9.720138303,24.6004204,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,27.66,27.88,0.22,2004,2013,9,0.024444444,Rangelands,trees/shrubs,Woody plants,Group,9.361941677,24.67784867,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,32.41,27.79,-4.62,2004,2013,9,-0.513333333,Rangelands,trees/shrubs,Woody plants,Group,9.321190848,24.68051057,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUA15,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,29.68,36.2,6.52,2004,2013,9,0.724444444,Rangelands,trees/shrubs,Woody plants,Group,9.716329601,24.63609025,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA16,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,35.14,34.36,-0.78,2004,2013,9,-0.086666667,Rangelands,trees/shrubs,Woody plants,Group,9.719157183,24.68622764,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUA17,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,19.62,29.01,9.39,2004,2013,9,1.043333333,Rangelands,trees/shrubs,Woody plants,Group,9.680564609,24.5606782,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA18,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,25,26.29,1.29,2004,2013,9,0.143333333,Rangelands,trees/shrubs,Woody plants,Group,9.68251009,24.59958728,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA19,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,42.89,39.06,-3.83,2004,2013,9,-0.425555556,Rangelands,trees/shrubs,Woody plants,Group,9.678529948,24.63395913,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUA20,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,22.35,23.89,1.54,2004,2013,9,0.171111111,Rangelands,trees/shrubs,Woody plants,Group,9.681187787,24.68090986,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUA21,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,25.98,24.55,-1.43,2004,2013,9,-0.158888889,Rangelands,trees/shrubs,Woody plants,Group,9.637290076,24.56104743,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUB1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,55.15,35.99,-19.16,2006,2015,9,-2.128888889,Rangelands,trees/shrubs,Woody plants,Group,6.802365227,30.90019348,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,South Sudan,SSUB2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,45.05,51.31,6.26,2006,2015,9,0.695555556,Rangelands,trees/shrubs,Woody plants,Group,6.722815418,30.91468317,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUB3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,36.43,43.28,6.85,2006,2015,9,0.761111111,Rangelands,trees/shrubs,Woody plants,Group,6.680127129,30.96908798,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,South Sudan,SSUB4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,46.18,54.07,7.89,2006,2015,9,0.876666667,Rangelands,trees/shrubs,Woody plants,Group,6.630823102,30.99343928,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Abyei,SUDA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,58.56,70.25,11.69,2004,2014,10,1.169,Rangelands,trees/shrubs,Woody plants,Group,9.658004546,28.3965015,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Abyei,SUDA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,69.11,60.75,-8.36,2004,2014,10,-0.836,Rangelands,trees/shrubs,Woody plants,Group,9.523376577,28.44380462,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Abyei,SUDA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,79.68,66.74,-12.94,2004,2014,10,-1.294,Rangelands,trees/shrubs,Woody plants,Group,9.529276931,28.47807744,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Abyei,SUDA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,60.85,59.99,-0.86,2004,2014,10,-0.086,Rangelands,trees/shrubs,Woody plants,Group,9.658090743,28.44757343,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Abyei,SUDA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,62.12,64.08,1.96,2004,2014,10,0.196,Rangelands,trees/shrubs,Woody plants,Group,9.65080757,28.48173488,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Abyei,SUDA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,58.1,65.65,7.55,2004,2014,10,0.755,Rangelands,trees/shrubs,Woody plants,Group,9.631386316,28.48268148,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Abyei,SUDA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,8.06,9.88,1.82,2004,2014,10,0.182,Rangelands,trees/shrubs,Woody plants,Group,9.552960461,28.40498578,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Abyei,SUDA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,49.43,41.89,-7.54,2004,2014,10,-0.754,Rangelands,trees/shrubs,Woody plants,Group,9.561430834,28.47706877,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Abyei,SUDA9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,13.6,14.34,0.74,2004,2014,10,0.074,Rangelands,trees/shrubs,Woody plants,Group,9.524918701,28.39850664,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,10.39,11.89,1.5,2004,2014,10,0.15,Rangelands,trees/shrubs,Woody plants,Group,13.32400762,29.15789091,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.64,2.62,-0.02,2004,2014,10,-0.002,Rangelands,trees/shrubs,Woody plants,Group,13.20879842,29.16931221,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDB3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,3.59,2.61,-0.98,2004,2014,10,-0.098,Rangelands,trees/shrubs,Woody plants,Group,13.20943448,29.20463404,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDB4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.13,2.2,0.07,2004,2014,10,0.007,Rangelands,trees/shrubs,Woody plants,Group,13.2095597,29.24860166,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,1.9,2.19,0.29,2004,2014,10,0.029,Rangelands,trees/shrubs,Woody plants,Group,13.24008428,29.2220747,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.55,2.38,-0.17,2004,2014,10,-0.017,Rangelands,trees/shrubs,Woody plants,Group,13.15328741,29.16055692,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDB7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.07,2.62,0.55,2004,2014,10,0.055,Rangelands,trees/shrubs,Woody plants,Group,13.15937456,29.20028247,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,1.28,2.25,0.97,2004,2014,10,0.097,Rangelands,trees/shrubs,Woody plants,Group,13.16110428,29.24093948,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.68,2.9,0.22,2004,2014,10,0.022,Rangelands,trees/shrubs,Woody plants,Group,13.09836538,29.19563064,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.57,8.32,1.75,2004,2014,10,0.175,Rangelands,trees/shrubs,Woody plants,Group,13.3421568,29.1841409,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.61,2.61,0,2004,2014,10,0,Rangelands,trees/shrubs,Woody plants,Group,13.30987173,29.26972823,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDB12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,9.55,10.74,1.19,2004,2014,10,0.119,Rangelands,trees/shrubs,Woody plants,Group,13.28559796,29.16701314,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDB13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,12.99,8.12,-4.87,2004,2014,10,-0.487,Rangelands,trees/shrubs,Woody plants,Group,13.28833247,29.19920247,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDB14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,3.72,3.5,-0.22,2004,2014,10,-0.022,Rangelands,trees/shrubs,Woody plants,Group,13.27183834,29.22348048,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDB15,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.94,2.9,-0.04,2004,2014,10,-0.004,Rangelands,trees/shrubs,Woody plants,Group,13.23934447,29.18501809,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDB16,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,1.36,1.34,-0.02,2004,2014,10,-0.002,Rangelands,trees/shrubs,Woody plants,Group,13.24349508,29.25815913,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0,0,0,2006,2015,9,0,Rangelands,trees/shrubs,Woody plants,Group,15.95409676,26.91034866,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0,0.01,0.01,2006,2015,9,0.001111111,Rangelands,trees/shrubs,Woody plants,Group,15.72027628,26.99227734,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.42,0.26,-0.16,2006,2015,9,-0.017777778,Rangelands,trees/shrubs,Woody plants,Group,15.64011337,26.89651069,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.18,0.14,-0.04,2006,2015,9,-0.004444444,Rangelands,trees/shrubs,Woody plants,Group,15.64015519,26.98887249,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0,0.07,0.07,2006,2015,9,0.007777778,Rangelands,trees/shrubs,Woody plants,Group,15.56014478,26.89795914,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.13,0.29,0.16,2006,2015,9,0.017777778,Rangelands,trees/shrubs,Woody plants,Group,15.56010799,26.99079565,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.29,1.89,1.6,2006,2015,9,0.177777778,Rangelands,trees/shrubs,Woody plants,Group,15.48011276,26.89902095,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.19,0.12,-0.07,2006,2015,9,-0.007777778,Rangelands,trees/shrubs,Woody plants,Group,15.46971861,26.99052773,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.7,0.78,0.08,2006,2015,9,0.008888889,Rangelands,trees/shrubs,Woody plants,Group,15.39158423,26.91731403,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.4,0.53,0.13,2006,2015,9,0.014444444,Rangelands,trees/shrubs,Woody plants,Group,15.36950254,26.98459645,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,4.72,3.05,-1.67,2006,2015,9,-0.185555556,Rangelands,trees/shrubs,Woody plants,Group,15.30545893,26.92043568,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,1.51,1.97,0.46,2006,2015,9,0.051111111,Rangelands,trees/shrubs,Woody plants,Group,15.89520048,26.94076439,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.49,0.55,0.06,2006,2015,9,0.006666667,Rangelands,trees/shrubs,Woody plants,Group,15.31727667,26.99850328,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.14,0.15,0.01,2006,2015,9,0.001111111,Rangelands,trees/shrubs,Woody plants,Group,15.25026188,26.94400509,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC15,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,5.04,4.97,-0.07,2006,2015,9,-0.007777778,Rangelands,trees/shrubs,Woody plants,Group,15.23989191,26.99226233,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC16,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.49,0.54,0.05,2006,2015,9,0.005555556,Rangelands,trees/shrubs,Woody plants,Group,15.15767707,26.91487443,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC17,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.43,0.48,0.05,2006,2015,9,0.005555556,Rangelands,trees/shrubs,Woody plants,Group,15.16005046,26.99349493,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC18,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.64,0.71,0.07,2006,2015,9,0.007777778,Rangelands,trees/shrubs,Woody plants,Group,15.08009163,26.91169193,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC19,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,1.79,1.36,-0.43,2006,2015,9,-0.047777778,Rangelands,trees/shrubs,Woody plants,Group,15.08008518,26.97979525,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC20,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.92,1.32,0.4,2006,2015,9,0.044444444,Rangelands,trees/shrubs,Woody plants,Group,15.01761029,26.92796194,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC21,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.52,0.85,0.33,2006,2015,9,0.036666667,Rangelands,trees/shrubs,Woody plants,Group,15.00009836,26.98544937,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC22,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,2.14,2.13,-0.01,2006,2015,9,-0.001111111,Rangelands,trees/shrubs,Woody plants,Group,14.99133546,26.94057522,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC23,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.67,0.55,-0.12,2006,2015,9,-0.013333333,Rangelands,trees/shrubs,Woody plants,Group,15.89298332,26.98534659,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC24,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.57,0.53,-0.04,2006,2015,9,-0.004444444,Rangelands,trees/shrubs,Woody plants,Group,15.83539477,26.98798241,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC25,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0,0,0,2006,2015,9,0,Rangelands,trees/shrubs,Woody plants,Group,15.79448801,26.92028022,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Sudan,SUDC26,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.13,0.17,0.04,2006,2015,9,0.004444444,Rangelands,trees/shrubs,Woody plants,Group,15.80004448,26.98961114,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Sudan,SUDC27,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,0.13,0.08,-0.05,2006,2015,9,-0.005555556,Rangelands,trees/shrubs,Woody plants,Group,15.72268115,26.89963158,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,48.79,48.8,0.01,2002,2013,11,0.000909091,Rangelands,trees/shrubs,Woody plants,Group,-6.980786048,33.48508725,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,24.45,28.45,4,2002,2013,11,0.363636364,Rangelands,trees/shrubs,Woody plants,Group,-7.298542909,33.59280325,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,71.38,78.27,6.89,2002,2013,11,0.626363636,Rangelands,trees/shrubs,Woody plants,Group,-7.311927671,33.47523952,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,64.08,78.85,14.77,2002,2013,11,1.342727273,Rangelands,trees/shrubs,Woody plants,Group,-7.356677292,33.47481022,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,42.68,46.65,3.97,2002,2013,11,0.360909091,Rangelands,trees/shrubs,Woody plants,Group,-7.360030844,33.5180829,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,67.36,77.14,9.78,2002,2013,11,0.889090909,Rangelands,trees/shrubs,Woody plants,Group,-7.367710891,33.57334327,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,56.4,54.89,-1.51,2002,2013,11,-0.137272727,Rangelands,trees/shrubs,Woody plants,Group,-7.402050803,33.58496136,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,66.97,73.37,6.4,2002,2013,11,0.581818182,Rangelands,trees/shrubs,Woody plants,Group,-7.441367638,33.55108336,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,66.1,69.15,3.05,2002,2013,11,0.277272727,Rangelands,trees/shrubs,Woody plants,Group,-7.47711058,33.57433088,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,68.14,67.92,-0.22,2002,2013,11,-0.02,Rangelands,trees/shrubs,Woody plants,Group,-7.537768978,33.52445626,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANA11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,58.86,71.34,12.48,2002,2013,11,1.134545455,Rangelands,trees/shrubs,Woody plants,Group,-7.517297985,33.59678405,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANA12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,55.59,46.55,-9.04,2002,2013,11,-0.821818182,Rangelands,trees/shrubs,Woody plants,Group,-7.553408845,33.48488871,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANA13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,72.54,67.53,-5.01,2002,2013,11,-0.455454545,Rangelands,trees/shrubs,Woody plants,Group,-7.587944139,33.51494846,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANA14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,63.54,62.49,-1.05,2002,2013,11,-0.095454545,Rangelands,trees/shrubs,Woody plants,Group,-7.595673814,33.55518248,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Tanzania,TANB1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,53.18,53.67,0.49,2004,2012,8,0.06125,Rangelands,trees/shrubs,Woody plants,Group,-8.729605448,38.4374248,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANB2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,8.75,18.18,9.43,2004,2012,8,1.17875,Rangelands,trees/shrubs,Woody plants,Group,-8.769057541,38.46987505,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANB3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,18.16,23.67,5.51,2004,2012,8,0.68875,Rangelands,trees/shrubs,Woody plants,Group,-8.833906073,38.50961699,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Tanzania,TANB4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,19.31,35.35,16.04,2004,2012,8,2.005,Rangelands,trees/shrubs,Woody plants,Group,-8.924549467,38.51336977,,,Increased rainfall,Increased rainfall,,
