"","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend"
"923","Savanna","Somalia","SOMB12",7.994942166,48.36070527,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"10.79","13.33",2.54,0.423333333,"very high resolution satellite imagery","s587","Africa","Increase","Savanna_increase"
"924","Savanna","Somalia","SOMB13",7.812837212,48.40514259,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"17.34","16.46",-0.88,-0.146666667,"very high resolution satellite imagery","s588","Africa","Decrease","Savanna_decrease"
"925","Savanna","Somalia","SOMB14",7.800846872,48.44667283,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"22.69","23.37",0.68,0.113333333,"very high resolution satellite imagery","s589","Africa","Increase","Savanna_increase"
"926","Savanna","Somalia","SOMB15",7.766531997,48.31414282,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.42","19.73",-1.69,-0.281666667,"very high resolution satellite imagery","s590","Africa","Decrease","Savanna_decrease"
"927","Savanna","Somalia","SOMB16",7.765337189,48.361354,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"24.57","25.25",0.68,0.113333333,"very high resolution satellite imagery","s591","Africa","Increase","Savanna_increase"
"928","Savanna","Somalia","SOMB17",7.756188496,48.39033319,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"27.16","26.86",-0.3,-0.05,"very high resolution satellite imagery","s592","Africa","Decrease","Savanna_decrease"
"929","Savanna","Somalia","SOMB18",7.761546208,48.44327787,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16","16.55",0.55,0.091666667,"very high resolution satellite imagery","s593","Africa","Increase","Savanna_increase"
"930","Savanna","Somalia","SOMB19",7.705297035,48.36322623,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"15.72","17.33",1.61,0.268333333,"very high resolution satellite imagery","s594","Africa","Increase","Savanna_increase"
"931","Savanna","Somalia","SOMB20",7.710533348,48.39338278,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"26.71","20.41",-6.3,-1.05,"very high resolution satellite imagery","s595","Africa","Decrease","Savanna_decrease"
"932","Savanna","Somalia","SOMB21",7.671766666,48.31597248,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.59","17.62",-3.97,-0.661666667,"very high resolution satellite imagery","s596","Africa","Decrease","Savanna_decrease"
"933","Savanna","Somalia","SOMB22",7.680254968,48.35327078,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"18.87","21.83",2.96,0.493333333,"very high resolution satellite imagery","s597","Africa","Increase","Savanna_increase"
"934","Savanna","Somalia","SOMB23",8.00286911,48.40366305,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"15.78","12.78",-3,-0.5,"very high resolution satellite imagery","s598","Africa","Decrease","Savanna_decrease"
"935","Savanna","Somalia","SOMB24",7.68177914,48.39317161,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"23.65","24.13",0.48,0.08,"very high resolution satellite imagery","s599","Africa","Increase","Savanna_increase"
"936","Savanna","Somalia","SOMB25",7.680158842,48.44006807,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"22.59","24.24",1.65,0.275,"very high resolution satellite imagery","s600","Africa","Increase","Savanna_increase"
"937","Savanna","Somalia","SOMB26",7.640048077,48.31739585,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"23.28","21.87",-1.41,-0.235,"very high resolution satellite imagery","s601","Africa","Decrease","Savanna_decrease"
"938","Savanna","Somalia","SOMB27",7.624417745,48.3772066,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"19.29","18.62",-0.67,-0.111666667,"very high resolution satellite imagery","s602","Africa","Decrease","Savanna_decrease"
"939","Savanna","Somalia","SOMB28",7.653439019,48.40365244,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.95","21.96",0.01,0.001666667,"very high resolution satellite imagery","s603","Africa","Stable","Savanna_stable"
"940","Savanna","Somalia","SOMB29",7.636832915,48.43469062,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"25.95","23.15",-2.8,-0.466666667,"very high resolution satellite imagery","s604","Africa","Decrease","Savanna_decrease"
"941","Savanna","Somalia","SOMB30",7.575588637,48.32500475,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"30.49","32.19",1.7,0.283333333,"very high resolution satellite imagery","s605","Africa","Increase","Savanna_increase"
"942","Savanna","Somalia","SOMB31",7.560104287,48.43853148,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"27.92","23.29",-4.63,-0.771666667,"very high resolution satellite imagery","s606","Africa","Decrease","Savanna_decrease"
"943","Savanna","Somalia","SOMB32",7.503405267,48.33067559,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"14.56","14.67",0.11,0.018333333,"very high resolution satellite imagery","s607","Africa","Increase","Savanna_increase"
"944","Savanna","Somalia","SOMB33",7.463788444,48.41078985,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"32.8","33.27",0.47,0.078333333,"very high resolution satellite imagery","s608","Africa","Increase","Savanna_increase"
"945","Savanna","Somalia","SOMB34",8.000742325,48.4369197,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"14.04","12.8",-1.24,-0.206666667,"very high resolution satellite imagery","s609","Africa","Decrease","Savanna_decrease"
"946","Savanna","Somalia","SOMB35",7.402701789,48.3387689,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"17.08","17.45",0.37,0.061666667,"very high resolution satellite imagery","s610","Africa","Increase","Savanna_increase"
"947","Savanna","Somalia","SOMB36",7.386806273,48.43047151,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"9.64","9.61",-0.03,-0.005,"very high resolution satellite imagery","s611","Africa","Stable","Savanna_stable"
"948","Savanna","Somalia","SOMB37",7.960306614,48.31544057,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16.89","18.12",1.23,0.205,"very high resolution satellite imagery","s612","Africa","Increase","Savanna_increase"
"949","Savanna","Somalia","SOMB38",7.964697755,48.36003166,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"21.13","22.09",0.96,0.16,"very high resolution satellite imagery","s613","Africa","Increase","Savanna_increase"
"950","Savanna","Somalia","SOMB39",7.953708989,48.3941747,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16.99","17.62",0.63,0.105,"very high resolution satellite imagery","s614","Africa","Increase","Savanna_increase"
"951","Savanna","Somalia","SOMB40",7.967724943,48.44814909,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"16.66","15.02",-1.64,-0.273333333,"very high resolution satellite imagery","s615","Africa","Decrease","Savanna_decrease"
"952","Savanna","Somalia","SOMB41",7.909830099,48.31407541,"Axelsson and Hanan 2018","trees/shrubs","Group",6,2005,2011,"8.8","7.57",-1.23,-0.205,"very high resolution satellite imagery","s616","Africa","Decrease","Savanna_decrease"
"953","Savanna","Somalia","SOMC1",9.522240484,49.68827143,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.86","4.89",1.03,0.103,"very high resolution satellite imagery","s617","Africa","Increase","Savanna_increase"
"954","Savanna","Somalia","SOMC2",9.277416234,49.70294992,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.9","3.29",-1.61,-0.161,"very high resolution satellite imagery","s618","Africa","Decrease","Savanna_decrease"
"955","Savanna","Somalia","SOMC3",9.271576811,49.74204359,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"2.64","3.85",1.21,0.121,"very high resolution satellite imagery","s619","Africa","Increase","Savanna_increase"
"956","Savanna","Somalia","SOMC4",9.225394336,49.70569937,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.59","7.09",3.5,0.35,"very high resolution satellite imagery","s620","Africa","Increase","Savanna_increase"
"957","Savanna","Somalia","SOMC5",9.207852637,49.66267286,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.23","4.46",0.23,0.023,"very high resolution satellite imagery","s621","Africa","Increase","Savanna_increase"
"958","Savanna","Somalia","SOMC6",9.185059691,49.74257296,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"13.04","13.41",0.37,0.037,"very high resolution satellite imagery","s622","Africa","Increase","Savanna_increase"
"959","Savanna","Somalia","SOMC7",9.160041277,49.67196025,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.04","7.74",0.7,0.07,"very high resolution satellite imagery","s623","Africa","Increase","Savanna_increase"
"960","Savanna","Somalia","SOMC8",9.140131492,49.71872465,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.66","6.95",2.29,0.229,"very high resolution satellite imagery","s624","Africa","Increase","Savanna_increase"
"961","Savanna","Somalia","SOMC9",9.121674282,49.67985267,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.44","6.12",2.68,0.268,"very high resolution satellite imagery","s625","Africa","Increase","Savanna_increase"
"962","Savanna","Somalia","SOMC10",9.106187306,49.74267218,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"5.65","7.07",1.42,0.142,"very high resolution satellite imagery","s626","Africa","Increase","Savanna_increase"
"963","Savanna","Somalia","SOMC11",9.074705586,49.68676374,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"10.26","11.01",0.75,0.075,"very high resolution satellite imagery","s627","Africa","Increase","Savanna_increase"
"964","Savanna","Somalia","SOMC12",9.440066668,49.68485644,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.14","3.4",0.26,0.026,"very high resolution satellite imagery","s628","Africa","Increase","Savanna_increase"
"965","Savanna","Somalia","SOMC13",9.076550118,49.72188841,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"0.01","0",-0.01,-0.001,"very high resolution satellite imagery","s629","Africa","Stable","Savanna_stable"
"966","Savanna","Somalia","SOMC14",9.040316457,49.67961259,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.76","10.81",4.05,0.405,"very high resolution satellite imagery","s630","Africa","Increase","Savanna_increase"
"967","Savanna","Somalia","SOMC15",9.03310987,49.69442288,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.67","9.19",2.52,0.252,"very high resolution satellite imagery","s631","Africa","Increase","Savanna_increase"
"968","Savanna","Somalia","SOMC16",8.993080021,49.67734884,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"2.82","3.87",1.05,0.105,"very high resolution satellite imagery","s632","Africa","Increase","Savanna_increase"
"969","Savanna","Somalia","SOMC17",8.99565325,49.73018507,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.74","9.87",2.13,0.213,"very high resolution satellite imagery","s633","Africa","Increase","Savanna_increase"
"970","Savanna","Somalia","SOMC18",9.061706168,49.74136328,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.96","6.6",1.64,0.164,"very high resolution satellite imagery","s634","Africa","Increase","Savanna_increase"
"971","Savanna","Somalia","SOMC19",9.440041985,49.72715824,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.4","4.06",-0.34,-0.034,"very high resolution satellite imagery","s635","Africa","Decrease","Savanna_decrease"
"972","Savanna","Somalia","SOMC20",9.405287016,49.6700853,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.24","10.6",3.36,0.336,"very high resolution satellite imagery","s636","Africa","Increase","Savanna_increase"
"973","Savanna","Somalia","SOMC21",9.40812018,49.70782987,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"0.9","0.86",-0.04,-0.004,"very high resolution satellite imagery","s637","Africa","Stable","Savanna_stable"
"974","Savanna","Somalia","SOMC22",9.360839068,49.6857916,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.52","7.25",0.73,0.073,"very high resolution satellite imagery","s638","Africa","Increase","Savanna_increase"
"975","Savanna","Somalia","SOMC23",9.563548593,49.72822089,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"2.27","3.83",1.56,0.156,"very high resolution satellite imagery","s639","Africa","Increase","Savanna_increase"
"976","Savanna","Somalia","SOMC24",9.337224304,49.66280519,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"1.6","2.38",0.78,0.078,"very high resolution satellite imagery","s640","Africa","Increase","Savanna_increase"
"977","Savanna","Somalia","SOMC25",9.330994572,49.71450547,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.46","8.6",5.14,0.514,"very high resolution satellite imagery","s641","Africa","Increase","Savanna_increase"
"978","Savanna","South Africa","SOTA",-24.4850785,31.61990031,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"12.43","16.29",3.86,0.296923077,"very high resolution satellite imagery","s642","Africa","Increase","Savanna_increase"
"979","Savanna","South Sudan","SSUA1",9.723089725,24.56548952,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"26.6","29.31",2.71,0.301111111,"very high resolution satellite imagery","s643","Africa","Increase","Savanna_increase"
"980","Savanna","South Sudan","SSUA2",9.640223215,24.60113437,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"31.84","34.47",2.63,0.292222222,"very high resolution satellite imagery","s644","Africa","Increase","Savanna_increase"
"981","Savanna","South Sudan","SSUA3",9.633581195,24.64673538,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"27.52","31.56",4.04,0.448888889,"very high resolution satellite imagery","s645","Africa","Increase","Savanna_increase"
"982","Savanna","South Sudan","SSUA4",9.60310955,24.55572018,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"20.7","29.54",8.84,0.982222222,"very high resolution satellite imagery","s646","Africa","Increase","Savanna_increase"
"983","Savanna","South Sudan","SSUA5",9.569954456,24.56031097,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"40.08","47.64",7.56,0.84,"very high resolution satellite imagery","s647","Africa","Increase","Savanna_increase"
"984","Savanna","South Sudan","SSUA6",9.520854582,24.56049926,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"31.28","29.12",-2.16,-0.24,"very high resolution satellite imagery","s648","Africa","Decrease","Savanna_decrease"
"985","Savanna","South Sudan","SSUA7",9.52739129,24.61245751,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"22.93","23.45",0.52,0.057777778,"very high resolution satellite imagery","s649","Africa","Increase","Savanna_increase"
"986","Savanna","South Sudan","SSUA8",9.510114424,24.63787496,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.15","25.94",-6.21,-0.69,"very high resolution satellite imagery","s650","Africa","Decrease","Savanna_decrease"
"987","Savanna","South Sudan","SSUA9",9.483787661,24.64835812,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"23.28","23.4",0.12,0.013333333,"very high resolution satellite imagery","s651","Africa","Increase","Savanna_increase"
"988","Savanna","South Sudan","SSUA10",9.435966711,24.64098699,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"28.67","29.41",0.74,0.082222222,"very high resolution satellite imagery","s652","Africa","Increase","Savanna_increase"
"989","Savanna","South Sudan","SSUA11",9.360144206,24.64061571,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"26.24","23.62",-2.62,-0.291111111,"very high resolution satellite imagery","s653","Africa","Decrease","Savanna_decrease"
"990","Savanna","South Sudan","SSUA12",9.720138303,24.6004204,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"34.51","42.17",7.66,0.851111111,"very high resolution satellite imagery","s654","Africa","Increase","Savanna_increase"
"991","Savanna","South Sudan","SSUA13",9.361941677,24.67784867,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"27.66","27.88",0.22,0.024444444,"very high resolution satellite imagery","s655","Africa","Increase","Savanna_increase"
"992","Savanna","South Sudan","SSUA14",9.321190848,24.68051057,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.41","27.79",-4.62,-0.513333333,"very high resolution satellite imagery","s656","Africa","Decrease","Savanna_decrease"
"993","Savanna","South Sudan","SSUA15",9.716329601,24.63609025,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"29.68","36.2",6.52,0.724444444,"very high resolution satellite imagery","s657","Africa","Increase","Savanna_increase"
"994","Savanna","South Sudan","SSUA16",9.719157183,24.68622764,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"35.14","34.36",-0.78,-0.086666667,"very high resolution satellite imagery","s658","Africa","Decrease","Savanna_decrease"
"995","Savanna","South Sudan","SSUA17",9.680564609,24.5606782,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"19.62","29.01",9.39,1.043333333,"very high resolution satellite imagery","s659","Africa","Increase","Savanna_increase"
"996","Savanna","South Sudan","SSUA18",9.68251009,24.59958728,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"25","26.29",1.29,0.143333333,"very high resolution satellite imagery","s660","Africa","Increase","Savanna_increase"
"997","Savanna","South Sudan","SSUA19",9.678529948,24.63395913,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"42.89","39.06",-3.83,-0.425555556,"very high resolution satellite imagery","s661","Africa","Decrease","Savanna_decrease"
"998","Savanna","South Sudan","SSUA20",9.681187787,24.68090986,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"22.35","23.89",1.54,0.171111111,"very high resolution satellite imagery","s662","Africa","Increase","Savanna_increase"
"999","Savanna","South Sudan","SSUA21",9.637290076,24.56104743,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"25.98","24.55",-1.43,-0.158888889,"very high resolution satellite imagery","s663","Africa","Decrease","Savanna_decrease"
"1000","Savanna","South Sudan","SSUB1",6.802365227,30.90019348,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"55.15","35.99",-19.16,-2.128888889,"very high resolution satellite imagery","s664","Africa","Decrease","Savanna_decrease"
"1001","Savanna","South Sudan","SSUB2",6.722815418,30.91468317,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"45.05","51.31",6.26,0.695555556,"very high resolution satellite imagery","s665","Africa","Increase","Savanna_increase"
"1002","Savanna","South Sudan","SSUB3",6.680127129,30.96908798,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"36.43","43.28",6.85,0.761111111,"very high resolution satellite imagery","s666","Africa","Increase","Savanna_increase"
"1003","Savanna","South Sudan","SSUB4",6.630823102,30.99343928,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"46.18","54.07",7.89,0.876666667,"very high resolution satellite imagery","s667","Africa","Increase","Savanna_increase"
"1004","Savanna","Abyei","SUDA1",9.658004546,28.3965015,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"58.56","70.25",11.69,1.169,"very high resolution satellite imagery","s668","Africa","Increase","Savanna_increase"
"1005","Savanna","Abyei","SUDA2",9.523376577,28.44380462,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"69.11","60.75",-8.36,-0.836,"very high resolution satellite imagery","s669","Africa","Decrease","Savanna_decrease"
"1006","Savanna","Abyei","SUDA3",9.529276931,28.47807744,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"79.68","66.74",-12.94,-1.294,"very high resolution satellite imagery","s670","Africa","Decrease","Savanna_decrease"
"1007","Savanna","Abyei","SUDA4",9.658090743,28.44757343,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"60.85","59.99",-0.86,-0.086,"very high resolution satellite imagery","s671","Africa","Decrease","Savanna_decrease"
"1008","Savanna","Abyei","SUDA5",9.65080757,28.48173488,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"62.12","64.08",1.96,0.196,"very high resolution satellite imagery","s672","Africa","Increase","Savanna_increase"
"1009","Savanna","Abyei","SUDA6",9.631386316,28.48268148,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"58.1","65.65",7.55,0.755,"very high resolution satellite imagery","s673","Africa","Increase","Savanna_increase"
"1010","Savanna","Abyei","SUDA7",9.552960461,28.40498578,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"8.06","9.88",1.82,0.182,"very high resolution satellite imagery","s674","Africa","Increase","Savanna_increase"
"1011","Savanna","Abyei","SUDA8",9.561430834,28.47706877,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"49.43","41.89",-7.54,-0.754,"very high resolution satellite imagery","s675","Africa","Decrease","Savanna_decrease"
"1012","Savanna","Abyei","SUDA9",9.524918701,28.39850664,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"13.6","14.34",0.74,0.074,"very high resolution satellite imagery","s676","Africa","Increase","Savanna_increase"
"1013","Savanna","Sudan","SUDB1",13.32400762,29.15789091,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"10.39","11.89",1.5,0.15,"very high resolution satellite imagery","s677","Africa","Increase","Savanna_increase"
"1014","Savanna","Sudan","SUDB2",13.20879842,29.16931221,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"2.64","2.62",-0.02,-0.002,"very high resolution satellite imagery","s678","Africa","Stable","Savanna_stable"
"1015","Savanna","Sudan","SUDB3",13.20943448,29.20463404,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"3.59","2.61",-0.98,-0.098,"very high resolution satellite imagery","s679","Africa","Decrease","Savanna_decrease"
"1016","Savanna","Sudan","SUDB4",13.2095597,29.24860166,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"2.13","2.2",0.07,0.007,"very high resolution satellite imagery","s680","Africa","Stable","Savanna_stable"
"1017","Savanna","Sudan","SUDB5",13.24008428,29.2220747,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"1.9","2.19",0.29,0.029,"very high resolution satellite imagery","s681","Africa","Increase","Savanna_increase"
"1018","Savanna","Sudan","SUDB6",13.15328741,29.16055692,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"2.55","2.38",-0.17,-0.017,"very high resolution satellite imagery","s682","Africa","Decrease","Savanna_decrease"
"1019","Savanna","Sudan","SUDB7",13.15937456,29.20028247,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"2.07","2.62",0.55,0.055,"very high resolution satellite imagery","s683","Africa","Increase","Savanna_increase"
"1020","Savanna","Sudan","SUDB8",13.16110428,29.24093948,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"1.28","2.25",0.97,0.097,"very high resolution satellite imagery","s684","Africa","Increase","Savanna_increase"
"1021","Savanna","Sudan","SUDB9",13.09836538,29.19563064,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"2.68","2.9",0.22,0.022,"very high resolution satellite imagery","s685","Africa","Increase","Savanna_increase"
"1022","Savanna","Sudan","SUDB10",13.3421568,29.1841409,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"6.57","8.32",1.75,0.175,"very high resolution satellite imagery","s686","Africa","Increase","Savanna_increase"
"1023","Savanna","Sudan","SUDB11",13.30987173,29.26972823,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"2.61","2.61",0,0,"very high resolution satellite imagery","s687","Africa","Stable","Savanna_stable"
"1024","Savanna","Sudan","SUDB12",13.28559796,29.16701314,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"9.55","10.74",1.19,0.119,"very high resolution satellite imagery","s688","Africa","Increase","Savanna_increase"
"1025","Savanna","Sudan","SUDB13",13.28833247,29.19920247,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"12.99","8.12",-4.87,-0.487,"very high resolution satellite imagery","s689","Africa","Decrease","Savanna_decrease"
"1026","Savanna","Sudan","SUDB14",13.27183834,29.22348048,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"3.72","3.5",-0.22,-0.022,"very high resolution satellite imagery","s690","Africa","Decrease","Savanna_decrease"
"1027","Savanna","Sudan","SUDB15",13.23934447,29.18501809,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"2.94","2.9",-0.04,-0.004,"very high resolution satellite imagery","s691","Africa","Stable","Savanna_stable"
"1028","Savanna","Sudan","SUDB16",13.24349508,29.25815913,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2004,2014,"1.36","1.34",-0.02,-0.002,"very high resolution satellite imagery","s692","Africa","Stable","Savanna_stable"
"1029","Savanna","Sudan","SUDC1",15.95409676,26.91034866,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0","0",0,0,"very high resolution satellite imagery","s693","Africa","Stable","Savanna_stable"
"1030","Savanna","Sudan","SUDC2",15.72027628,26.99227734,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0","0.01",0.01,0.001111111,"very high resolution satellite imagery","s694","Africa","Stable","Savanna_stable"
"1031","Savanna","Sudan","SUDC3",15.64011337,26.89651069,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0.42","0.26",-0.16,-0.017777778,"very high resolution satellite imagery","s695","Africa","Decrease","Savanna_decrease"
"1032","Savanna","Sudan","SUDC4",15.64015519,26.98887249,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0.18","0.14",-0.04,-0.004444444,"very high resolution satellite imagery","s696","Africa","Stable","Savanna_stable"
"1033","Savanna","Sudan","SUDC5",15.56014478,26.89795914,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0","0.07",0.07,0.007777778,"very high resolution satellite imagery","s697","Africa","Stable","Savanna_stable"
"1034","Savanna","Sudan","SUDC6",15.56010799,26.99079565,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0.13","0.29",0.16,0.017777778,"very high resolution satellite imagery","s698","Africa","Increase","Savanna_increase"
"1035","Savanna","Sudan","SUDC7",15.48011276,26.89902095,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0.29","1.89",1.6,0.177777778,"very high resolution satellite imagery","s699","Africa","Increase","Savanna_increase"
"1036","Savanna","Sudan","SUDC8",15.46971861,26.99052773,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0.19","0.12",-0.07,-0.007777778,"very high resolution satellite imagery","s700","Africa","Stable","Savanna_stable"
"1037","Savanna","Sudan","SUDC9",15.39158423,26.91731403,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0.7","0.78",0.08,0.008888889,"very high resolution satellite imagery","s701","Africa","Stable","Savanna_stable"
"1038","Savanna","Sudan","SUDC10",15.36950254,26.98459645,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"0.4","0.53",0.13,0.014444444,"very high resolution satellite imagery","s702","Africa","Increase","Savanna_increase"
"1039","Savanna","Sudan","SUDC11",15.30545893,26.92043568,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"4.72","3.05",-1.67,-0.185555556,"very high resolution satellite imagery","s703","Africa","Decrease","Savanna_decrease"
"1040","Savanna","Sudan","SUDC12",15.89520048,26.94076439,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2006,2015,"1.51","1.97",0.46,0.051111111,"very high resolution satellite imagery","s704","Africa","Increase","Savanna_increase"
